iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
152,0.7316093660433619,0.08333120682047712,0.9298289918587423,0.017425476444685443,0.4833486942055324,0.13627648010388999,0.17292990977425018,0.025941469317113715
153,0.7317687120408098,0.07966079446932012,0.929407637177385,0.018315053356184788,0.4833311205126537,0.13685710379400992,0.17206559787318526,0.02577959945643767
154,0.7317687120408098,0.07966079446932012,0.9305612867819215,0.017939437455243266,0.4850780872600888,0.13778489526926774,0.1710735292361218,0.025571008959829142
155,0.7339365318883339,0.07763999916418068,0.9301563195616108,0.018123577453876518,0.48377830881154693,0.13682100100094843,0.17001572394002443,0.025010825302694335
156,0.7359714156092642,0.07623936563227976,0.9301964581877756,0.019213308959236362,0.48331067395159655,0.1368820902231891,0.1692248219192145,0.02479915073257811
157,0.7354561717352416,0.07458099646563125,0.930953620728526,0.01895191168134807,0.4841405511122277,0.13592486003673482,0.16822101070690415,0.024512821439642042
158,0.7296712880143114,0.07225904478827068,0.930152777523435,0.017170325020522924,0.48540874915129095,0.1354651827438758,0.1674291729540387,0.024464845648588904
159,0.7316987179487179,0.07071888596188207,0.9308591647690616,0.01687465976586122,0.4849238822524371,0.13614009611554292,0.1665776532701896,0.02396130503443758
160,0.7316987179487179,0.07071888596188207,0.932138475666466,0.01704540938990609,0.4849779798677861,0.13644855269292414,0.16591683247853525,0.023851822223627483
161,0.7310042735042735,0.070125213481192,0.9321407871206141,0.016497516252912674,0.48547865088074377,0.13598304996907595,0.16523021188607742,0.023566996109590937
162,0.7299383820314053,0.07098699369846735,0.9321753362373659,0.01655337188300805,0.49094359781034136,0.13703312414666996,0.1640735211819759,0.023936654271845156
163,0.7316207966459368,0.07729998162650306,0.9329866775677914,0.016766012294602076,0.49146920793314364,0.13859563016646304,0.16337638108497715,0.02399497670570292
164,0.7293799002873934,0.07977646222579461,0.9340901988590466,0.016471433376108253,0.491281992721039,0.14049729665411145,0.1627333228392308,0.023792034844904903
165,0.72742732069572,0.07696084109965326,0.9345605077218744,0.016150010248994758,0.49274210954093683,0.13936769102352786,0.1617489624492215,0.023052421352943164
166,0.731451227435764,0.07448931167863994,0.9350137207855728,0.016522108326956986,0.4939215233852782,0.13945580575614774,0.1609741118807116,0.022883738217104915
167,0.7336280717643506,0.07221619352305232,0.9354141548224657,0.016358494154050583,0.4944193991381963,0.13993153228244137,0.16005588336684357,0.023129776045204962
168,0.7305206421029948,0.0747918250541421,0.9345566649866772,0.016765443599033404,0.4950539081175137,0.14064694266477068,0.15897469987675086,0.02308940052907508
169,0.7284932121685882,0.07621059408879106,0.934852131080173,0.017227645138294174,0.4940555705737383,0.13959013032430534,0.15821889606955,0.023291727164316052
170,0.7284932121685882,0.07621059408879106,0.9361233011894589,0.015649602141505146,0.4938549854479037,0.13991746219092346,0.15743826150372633,0.022876864398424016
171,0.72742732069572,0.07696084109965326,0.9364192693335154,0.016006574631365608,0.49227625084258814,0.1397855357667664,0.15643289303412206,0.02292884687874278
172,0.7289380962756985,0.07384777861409421,0.936922644273525,0.014792820609127087,0.4931418196567906,0.13911306123657713,0.15529658296961438,0.022562922497866327
173,0.7300039877485667,0.07303801878348272,0.937740254336418,0.013444933798117942,0.49301404416270067,0.1397470872731788,0.1545544910660432,0.022292855624134435
174,0.7300490491314171,0.07249548126248057,0.9381084167637683,0.012698178325610219,0.4943591688317294,0.13798301983893693,0.1537507050193605,0.021862593691624313
175,0.7330504244752529,0.07374897468464517,0.938515733819071,0.012600453886542346,0.4944799234509475,0.13794925737782715,0.1531664477253445,0.021913265499214726
176,0.7309237697346448,0.06971035955348445,0.9389198793825795,0.011372396142345483,0.49539825771727497,0.13756378745340342,0.15243583500184968,0.021893751349261532
177,0.7288888860137146,0.07105902051273581,0.9397306440813813,0.01059275076694076,0.49516464574483177,0.13781993436745116,0.15174563427377033,0.021477244282823636
178,0.7309237697346448,0.06971035955348444,0.940527891037091,0.010733978039873894,0.497070555367389,0.14037337640044406,0.15098841235941765,0.021212572684874104
